index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,credit,Decile
247,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Cleaning staff,2,2,7
248,M,Y,Y,2,157500,Commercial associate,Higher education,Married,With parents,1,0,0,0,Drivers,4,2,8
249,M,N,N,0,180000,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,2,1,9
250,M,N,Y,1,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,High skill tech staff,3,1,9
251,F,N,N,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,2,9
252,F,Y,N,1,90000,Working,Incomplete higher,Married,Rented apartment,1,0,0,0,Laborers,3,1,7
253,F,N,Y,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,1,1,1,0,Core staff,1,2,9
254,F,Y,Y,0,126000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2,2,8
255,F,N,Y,1,180000,State servant,Higher education,Married,House / apartment,1,0,0,1,High skill tech staff,3,1,9
256,F,N,Y,2,360000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Sales staff,3,2,9
257,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,unemployed,1,1,8
258,F,N,Y,0,315000,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1,0,9
259,F,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,2,9
260,F,N,Y,1,180000,Working,Higher education,Civil marriage,House / apartment,1,0,0,0,Sales staff,3,1,9
261,F,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,4,2,9
262,M,N,N,0,180000,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,0,unemployed,2,2,9
263,F,N,N,1,180000,Working,Incomplete higher,Married,With parents,1,0,0,0,unemployed,3,2,9
264,F,N,N,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,6
265,F,N,N,0,67500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,unemployed,2,0,5
266,F,N,Y,0,238500,Working,Higher education,Married,House / apartment,1,1,1,0,Sales staff,2,2,9
267,F,Y,Y,0,202500,Pensioner,Higher education,Widow,House / apartment,1,0,0,1,unemployed,1,2,9
268,F,N,Y,0,630000,Working,Higher education,Separated,House / apartment,1,1,1,0,Accountants,1,2,9
269,F,N,Y,0,405000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Sales staff,1,2,9
270,M,Y,N,2,135000,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,4,0,8
271,F,Y,N,0,112500,Working,Higher education,Married,With parents,1,1,1,0,Core staff,2,2,7
272,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,5
273,M,Y,N,2,135000,Working,Secondary / secondary special,Married,With parents,1,0,0,0,unemployed,4,2,8
274,M,Y,Y,0,184500,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,2,2,9
275,M,Y,N,1,337500,State servant,Higher education,Married,House / apartment,1,0,0,0,unemployed,3,1,9
276,F,N,N,0,67500,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,unemployed,1,2,5
277,M,N,Y,1,90000,Commercial associate,Secondary / secondary special,Married,With parents,1,0,0,0,Laborers,3,0,7
278,F,N,Y,0,180000,Working,Higher education,Married,House / apartment,1,1,0,0,Core staff,2,1,9
279,M,Y,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,1,7
280,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cooking staff,2,1,7
281,F,N,Y,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,2,6
282,M,N,N,0,90000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,unemployed,1,2,7
283,M,Y,Y,0,252000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Drivers,2,2,9
284,M,Y,Y,0,180000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,unemployed,2,2,9
285,F,N,Y,0,112500,Working,Secondary / secondary special,Widow,House / apartment,1,1,0,0,Laborers,1,0,7
286,M,N,Y,1,562500,Working,Incomplete higher,Married,House / apartment,1,1,1,0,unemployed,3,2,9
287,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,7
288,F,N,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,1,2,9
289,M,N,N,3,90000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,1,unemployed,5,2,7
290,F,N,N,2,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,4,2,8
291,F,N,N,0,157500,State servant,Higher education,Married,House / apartment,1,1,1,0,Core staff,2,2,8
292,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,0,8
293,F,Y,Y,0,301500,Pensioner,Higher education,Married,House / apartment,1,0,1,0,unemployed,2,2,9
294,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,1,9
295,F,N,N,0,135000,State servant,Higher education,Separated,With parents,1,1,0,0,IT staff,1,2,8
296,M,Y,N,0,247500,Working,Incomplete higher,Separated,House / apartment,1,1,1,0,Managers,1,2,9
297,F,N,N,0,270000,Working,Secondary / secondary special,Civil marriage,Office apartment,1,1,1,0,Sales staff,2,2,9
298,M,Y,Y,0,315000,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,2,1,9
299,F,N,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Laborers,2,2,8
300,M,Y,N,2,315000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,4,2,9
301,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,2,1,9
302,F,Y,Y,0,256500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,1,1,9
303,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,2,9
304,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,0,7
305,F,N,N,2,382500,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,4,0,9
306,F,N,Y,0,112500,Working,Secondary / secondary special,Married,Municipal apartment,1,0,0,0,unemployed,2,1,7
307,M,Y,Y,2,450000,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,4,2,9
308,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,1,9
309,F,N,N,0,247500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Laborers,2,2,9
310,F,Y,Y,0,315000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,2,2,9
311,M,N,Y,0,229500,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Drivers,1,1,9
312,F,N,Y,0,148500,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,2,2,8
313,F,N,Y,0,135000,State servant,Higher education,Married,House / apartment,1,0,1,0,Core staff,2,1,8
314,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,1,8
315,F,N,N,0,166500,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,2,2,8
316,F,Y,Y,0,463500,Working,Higher education,Married,House / apartment,1,1,1,0,Managers,2,0,9
317,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,unemployed,2,2,7
318,F,N,Y,0,157500,State servant,Secondary / secondary special,Widow,House / apartment,1,0,1,0,Drivers,1,1,8
319,F,N,N,1,225000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Accountants,3,2,9
320,F,Y,N,2,135000,Working,Higher education,Civil marriage,Municipal apartment,1,1,1,0,Sales staff,4,1,8
321,M,Y,N,4,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Security staff,6,2,9
322,M,N,Y,1,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,3,2,9
323,M,Y,Y,1,405000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,3,2,9
324,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Low-skill Laborers,2,1,8
325,M,Y,Y,0,225000,Working,Higher education,Single / not married,With parents,1,1,1,0,unemployed,1,2,9
326,F,Y,N,0,225000,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Sales staff,1,0,9
327,F,N,N,0,126000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,1,1,1,0,Sales staff,2,2,8
328,M,Y,Y,1,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3,2,9
329,F,N,Y,0,90000,State servant,Secondary / secondary special,Separated,House / apartment,1,0,0,0,unemployed,1,2,7
330,F,N,N,0,270000,State servant,Secondary / secondary special,Separated,House / apartment,1,0,1,1,Medicine staff,1,2,9
331,M,Y,N,0,157500,Working,Higher education,Married,House / apartment,1,0,0,0,unemployed,2,2,8
332,F,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,1,9
333,M,Y,Y,0,184500,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,2,1,9
334,F,N,N,1,270000,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Core staff,2,2,9
335,F,N,Y,0,99000,State servant,Higher education,Married,House / apartment,1,1,1,0,Laborers,2,2,7
336,F,Y,Y,0,432000,Commercial associate,Incomplete higher,Married,House / apartment,1,0,1,1,Managers,2,0,9
337,M,N,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,1,1,0,Security staff,2,0,9
338,F,N,Y,0,247500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,9
339,F,N,Y,2,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,4,2,9
340,F,Y,Y,0,117000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,2,7
341,F,Y,Y,2,121500,Working,Incomplete higher,Married,House / apartment,1,1,1,0,Core staff,4,2,8
342,F,Y,Y,4,112500,Working,Higher education,Married,House / apartment,1,0,0,0,Core staff,6,0,7
343,F,Y,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,7
344,F,Y,Y,0,99000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,7
345,F,N,Y,0,180000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,1,9
346,M,N,N,0,225000,Working,Higher education,Single / not married,House / apartment,1,1,0,0,unemployed,1,2,9
347,F,N,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3,1,8
348,M,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,2,9
349,M,N,N,0,135000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Drivers,2,2,8
350,F,N,Y,0,787500,State servant,Higher education,Married,House / apartment,1,0,0,1,Managers,2,1,9
351,F,N,Y,0,270000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,2,9
352,F,N,Y,0,81000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,2,2,6
353,F,N,N,0,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,1,0,0,Medicine staff,2,2,9
354,M,Y,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,2,2,9
355,F,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,With parents,1,0,0,0,Core staff,1,2,9
356,M,N,Y,0,234000,Working,Secondary / secondary special,Married,Rented apartment,1,1,0,0,Laborers,2,2,9
357,M,Y,Y,0,225000,Pensioner,Higher education,Married,House / apartment,1,0,0,0,unemployed,2,1,9
358,M,Y,Y,0,81000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,2,6
359,F,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Laborers,3,1,8
360,F,N,Y,0,126000,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Managers,1,2,8
361,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,Rented apartment,1,0,0,0,unemployed,4,1,9
362,F,N,N,0,180000,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,unemployed,1,0,9
363,M,Y,N,0,306000,Working,Higher education,Married,House / apartment,1,1,0,0,Accountants,2,1,9
364,F,N,N,0,67500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,unemployed,1,2,5
365,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,1,7
366,F,N,Y,0,112500,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,1,unemployed,2,2,7
367,M,Y,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,2,2,9
368,F,N,Y,0,108000,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,1,2,7
369,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,2,8
370,F,Y,Y,1,279000,Working,Higher education,Civil marriage,House / apartment,1,1,1,0,Managers,3,2,9
371,F,N,N,0,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,2,7
372,M,Y,Y,0,405000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Managers,2,1,9
373,F,Y,Y,1,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,1,Core staff,3,2,9
374,M,Y,Y,1,900000,Commercial associate,Higher education,Civil marriage,House / apartment,1,0,0,0,High skill tech staff,3,2,9
375,F,N,Y,0,270000,Pensioner,Higher education,Married,House / apartment,1,0,0,0,unemployed,2,2,9
376,M,Y,Y,1,148500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,3,2,8
377,F,N,Y,2,90000,Working,Higher education,Married,House / apartment,1,0,0,0,unemployed,4,1,7
378,M,Y,N,0,270000,Commercial associate,Higher education,Separated,House / apartment,1,0,1,0,unemployed,1,2,9
379,F,N,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,unemployed,2,2,7
380,F,Y,N,0,135000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Core staff,2,2,8
381,F,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,2,1,9
382,M,Y,N,2,378000,Commercial associate,Higher education,Married,House / apartment,1,0,0,1,Security staff,4,2,9
383,F,N,Y,0,99000,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,1,0,unemployed,1,1,7
384,F,Y,Y,0,360000,State servant,Higher education,Separated,House / apartment,1,0,0,0,Core staff,1,2,9
385,F,N,Y,0,81000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,Low-skill Laborers,2,2,6
386,F,Y,Y,0,180000,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,1,High skill tech staff,2,1,9
387,F,N,Y,0,630000,State servant,Higher education,Married,House / apartment,1,0,0,0,Managers,2,2,9
388,F,Y,Y,0,225000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,unemployed,2,2,9
389,F,N,N,1,81000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Cooking staff,3,2,6
390,F,N,N,1,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,3,1,7
391,M,N,N,2,225000,Working,Higher education,Civil marriage,House / apartment,1,1,0,0,Laborers,4,2,9
392,M,Y,N,2,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,4,2,7
393,F,N,Y,1,202500,Working,Incomplete higher,Married,House / apartment,1,0,1,0,Sales staff,3,2,9
394,M,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,unemployed,2,2,7
395,M,N,N,2,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Laborers,4,1,9
396,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,unemployed,1,2,8
397,F,N,Y,0,67500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,2,5
398,F,N,Y,0,247500,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Cooking staff,1,2,9
399,M,N,Y,0,31500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,0,2
400,F,N,Y,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,2,1,9
401,F,Y,N,0,135000,State servant,Higher education,Married,House / apartment,1,0,0,0,unemployed,2,2,8
402,F,Y,Y,0,29250,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,0,1
403,F,N,Y,0,72000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,5
404,F,N,Y,0,112500,Commercial associate,Higher education,Civil marriage,House / apartment,1,1,1,0,Core staff,2,1,7
405,F,N,N,0,135000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,High skill tech staff,2,1,8
406,F,N,Y,0,270000,Pensioner,Higher education,Married,House / apartment,1,0,0,0,unemployed,2,1,9
